model,ISO_A2,season,p_shapiro_BOC,p_shapiro_EOC,p_ttest,median_BOC,median_EOC,rel_change_%,signif_ttest
CMCC-ESM2,FR,Winter,0.563982847,0.568650648,0.198243671,6296.997051,6584.67141,4.568437247,False
CMCC-ESM2,DE,Winter,0.693285799,0.622303591,0.76572062,2922.651796,2917.81923,-0.165348681,False
CMCC-ESM2,GR,Winter,0.592337557,0.517523786,1.10E-10,2011.387647,2587.775678,28.65623799,True
CMCC-ESM2,HU,Winter,0.156491536,0.143898333,0.000409087,1119.423154,1333.547876,19.12813053,True
CMCC-ESM2,IE,Winter,0.859192373,0.950597828,0.057783617,473.3036737,502.2714235,6.120330647,False
CMCC-ESM2,IT,Winter,0.312452071,0.434583887,0.000106958,5183.006176,5710.946984,10.18599614,True
CMCC-ESM2,LV,Winter,0.003664305,0.008115285,0.05416266,279.8132239,279.2335777,-0.207154675,False
CMCC-ESM2,LT,Winter,0.035905301,0.175791686,0.283697484,334.544517,336.650322,0.629454338,False
CMCC-ESM2,LU,Winter,0.349189434,0.546275964,0.628538877,19.68080205,19.59533163,-0.434283199,False
CMCC-ESM2,MT,Winter,0.574920283,0.083671517,3.49E-05,6.018742753,6.585116793,9.410171924,True
CMCC-ESM2,NL,Winter,0.366346459,0.519900031,0.212787939,279.0288854,258.85282,-7.230816016,False
CMCC-ESM2,PL,Winter,0.70952852,0.271030485,0.566121365,2371.934837,2492.127202,5.067270949,False
CMCC-ESM2,PT,Winter,0.486550325,0.051913357,0.195808198,1698.935624,1867.822044,9.940719222,False
CMCC-ESM2,RO,Winter,0.470850091,0.335426,2.45E-07,2664.945828,3421.019027,28.37105322,True
CMCC-ESM2,SK,Winter,0.038709937,0.241451759,0.004389861,466.2905182,556.3778047,19.31999107,True
CMCC-ESM2,SI,Winter,0.719160128,0.649497469,0.003906719,286.8275064,308.6035388,7.592030729,True
CMCC-ESM2,ES,Winter,0.652474902,0.029565486,7.23E-06,10148.37114,11731.52828,15.60011082,True
CMCC-ESM2,SE,Winter,0.331135626,0.660696021,0.127721624,1922.156372,1816.756128,-5.483437535,False
CMCC-ESM2,CY,Winter,0.332923672,0.655540783,8.93E-11,148.3106254,164.6019744,10.9846135,True
CMCC-ESM2,GB,Winter,0.66286328,0.986878693,0.557079198,1771.259597,1838.907937,3.819222183,False
CMCC-ESM2,NO,Winter,0.339302692,0.751414833,0.024077311,1304.113156,1252.236606,-3.977917817,True
CMCC-ESM2,BA,Winter,0.893402692,0.224408462,1.77E-06,647.8028023,769.5996038,18.80152433,True
CMCC-ESM2,ME,Winter,0.687822914,0.268739262,1.35E-07,159.9289049,196.4310977,22.82401219,True
CMCC-ESM2,RS,Winter,0.63714723,0.533061449,8.25E-08,943.0633935,1193.69608,26.57644103,True
CMCC-ESM2,AL,Winter,0.061347525,0.873167981,6.50E-07,373.3394648,453.594419,21.49650969,True
CMCC-ESM2,MK,Winter,0.374410707,0.331944529,7.16E-08,301.7036072,404.2001959,33.97260962,True
CMCC-ESM2,CH,Winter,0.027916577,0.985806059,0.458668532,450.8838536,499.1770721,10.71078907,False
CMCC-ESM2,TR,Winter,0.000832347,0.840790981,3.36E-12,5575.548993,7689.792034,37.91990787,True
CMCC-ESM2,UA,Winter,0.25674008,0.332512779,0.000392705,3643.618625,4337.394275,19.04084155,True
CMCC-ESM2,BY,Winter,0.143946243,0.627154966,0.781576337,1156.784871,1249.482667,8.013399806,False
CMCC-ESM2,MD,Winter,0.9469275,0.457807224,7.32E-05,376.9031272,467.5941159,24.06214811,True
CMCC-ESM2,RU,Winter,0.000663003,0.000534257,0.051490096,1513.020568,1384.536003,-8.491924584,False
CMCC-ESM2,XK,Winter,0.776552448,0.515379079,4.79E-09,116.1044753,158.4389344,36.46238346,True
CMCC-ESM2,AT,Spring,0.447281432,0.615074809,1.95E-05,2070.342455,2384.062299,15.15304115,True
CMCC-ESM2,BE,Spring,0.857946053,0.026060865,0.084865617,776.486441,786.8036623,1.328705917,False
CMCC-ESM2,BG,Spring,0.350340616,0.902539653,1.53E-05,2894.625287,3247.016551,12.17398552,True
CMCC-ESM2,HR,Spring,0.632668869,0.378744092,6.27E-06,1431.587652,1662.116125,16.10299391,True
CMCC-ESM2,CZ,Spring,0.777530538,0.801281741,0.00659033,1897.213713,2040.262559,7.539943726,True
CMCC-ESM2,DK,Spring,0.193427472,0.647465086,0.032603926,1235.777457,1273.880629,3.083335991,True
CMCC-ESM2,EE,Spring,0.589734468,0.097456821,0.102449967,1381.440497,1401.004482,1.416201788,False
CMCC-ESM2,FI,Spring,0.204280759,0.520931279,0.037771436,3527.176012,3755.03749,6.460167464,True
CMCC-ESM2,FR,Spring,0.243975108,0.857419938,0.001348382,15041.77498,16282.03722,8.245451319,True
CMCC-ESM2,DE,Spring,0.906366738,0.300274025,0.031535342,8933.640787,9319.583676,4.320107541,True
CMCC-ESM2,GR,Spring,0.517142389,0.241321497,2.69E-08,3910.912832,4410.330345,12.76984516,True
CMCC-ESM2,HU,Spring,0.527466584,0.790683558,0.000111015,2453.125089,2734.44513,11.46782289,True
CMCC-ESM2,IE,Spring,0.781799606,0.874763536,0.630614442,1772.576319,1770.960602,-0.091150765,False
CMCC-ESM2,IT,Spring,0.985842077,0.392516692,2.01E-07,9249.642604,10169.63562,9.946254781,True
CMCC-ESM2,LV,Spring,0.382398094,0.013100723,0.175157245,1840.793672,1785.870461,-2.983670085,False
CMCC-ESM2,LT,Spring,0.284712744,0.015900481,0.267359842,1746.991703,1696.658405,-2.881141226,False
CMCC-ESM2,LU,Spring,0.67173743,0.244760915,0.014459586,62.60679205,66.33263664,5.951182719,True
CMCC-ESM2,MT,Spring,0.187878152,0.773351443,7.27E-08,9.601236603,10.31513643,7.435498706,True
CMCC-ESM2,NL,Spring,0.544371414,0.063135241,0.468638451,978.2841012,979.6660336,0.141260843,False
CMCC-ESM2,PL,Spring,0.47276305,0.789643033,0.091530917,8009.623438,8141.500614,1.64648409,False
CMCC-ESM2,PT,Spring,0.999610375,0.932618362,0.006360395,2976.075867,3181.374969,6.898315461,True
CMCC-ESM2,RO,Spring,0.766513652,0.759462475,5.24E-05,5578.646179,6491.055679,16.35539289,True
CMCC-ESM2,SK,Spring,0.358955442,0.806774241,0.000817936,1212.904628,1291.864411,6.509974605,True
CMCC-ESM2,SI,Spring,0.569985252,0.622205641,9.52E-07,500.7599644,583.709261,16.56468217,True
CMCC-ESM2,ES,Spring,0.151269809,0.456312484,3.09E-09,16300.74057,18640.66173,14.35469232,True
CMCC-ESM2,SE,Spring,0.981446764,0.622622265,0.00288509,10208.61523,10923.149,6.999321229,True
CMCC-ESM2,CY,Spring,0.082311934,0.97048116,0.327032192,229.4578849,228.2601078,-0.522003025,False
CMCC-ESM2,GB,Spring,0.159373165,0.839133625,0.598066719,6123.150126,6309.193215,3.038355834,False
CMCC-ESM2,NO,Spring,0.372155285,0.451328109,0.125540348,7409.429044,7083.349468,-4.400873193,False
CMCC-ESM2,BA,Spring,0.623871268,0.408434092,8.79E-07,1287.659865,1510.024501,17.26889553,True
CMCC-ESM2,ME,Spring,0.836987675,0.189159577,3.31E-08,340.3941822,408.8198305,20.10188538,True
CMCC-ESM2,RS,Spring,0.717533924,0.29658628,8.99E-06,1888.406261,2164.23601,14.60648354,True
CMCC-ESM2,AL,Spring,0.50345724,0.165303651,7.53E-10,763.04637,928.0343333,21.62227222,True
CMCC-ESM2,MK,Spring,0.716811528,0.688394144,1.66E-07,641.6116002,765.4402811,19.29963251,True
CMCC-ESM2,CH,Spring,0.414302565,0.608666039,1.33E-05,1106.204015,1269.188557,14.73367841,True
CMCC-ESM2,TR,Spring,0.32911139,0.230281781,1.83E-06,11257.21061,13035.09361,15.79328188,True
CMCC-ESM2,UA,Spring,0.039880482,0.938333344,0.000768154,11265.56289,12413.89999,10.19333976,True
CMCC-ESM2,BY,Spring,0.07799386,0.638147702,0.033715672,5417.946827,5666.299896,4.583896382,True
CMCC-ESM2,MD,Spring,0.571119387,0.93989549,0.000230377,835.0164926,916.8745401,9.803165347,True
CMCC-ESM2,RU,Spring,0.660917619,0.268343411,0.008183193,8915.278009,9443.338611,5.923097417,True
CMCC-ESM2,XK,Spring,0.564745376,0.148610579,1.18E-07,266.0981668,311.9707727,17.23897855,True
CMCC-ESM2,AT,Summer,0.356228966,0.789990786,0.001197709,2756.769006,2944.601657,6.81350708,True
CMCC-ESM2,BE,Summer,0.818188217,0.468684416,0.042897341,996.9127486,1043.367026,4.659813724,True
CMCC-ESM2,BG,Summer,0.013755443,0.02809603,0.001197374,4094.722072,3970.502352,-3.033654503,True
CMCC-ESM2,HR,Summer,0.285675718,0.421196488,0.817251689,1961.412057,1979.63703,0.929176128,False
CMCC-ESM2,CZ,Summer,0.669717569,0.302647056,0.001545764,2450.543134,2607.85083,6.419299221,True
CMCC-ESM2,DK,Summer,0.010745971,0.975731209,0.21620536,1588.54488,1587.194105,-0.085032256,False
CMCC-ESM2,EE,Summer,0.165002747,0.372215182,0.000131433,1844.158733,1926.34602,4.456627555,True
CMCC-ESM2,FI,Summer,0.749860946,0.852873017,0.000115908,4625.561501,5026.416267,8.666077973,True
CMCC-ESM2,FR,Summer,0.733485921,0.009807625,0.005039867,19359.57846,20308.63278,4.902246776,True
CMCC-ESM2,DE,Summer,0.970069431,0.577255204,0.002757549,11391.62474,12131.63874,6.496123399,True
CMCC-ESM2,GR,Summer,0.01089208,0.265877176,4.75E-10,5232.468966,5034.881634,-3.776177808,True
CMCC-ESM2,HU,Summer,0.320870455,0.194172202,0.114011063,3159.047445,3246.738368,2.775865951,False
CMCC-ESM2,IE,Summer,0.08389459,0.254308255,0.343927258,2098.900506,1994.000119,-4.997873267,False
CMCC-ESM2,IT,Summer,0.088873143,0.004845315,0.459148207,11915.96851,11982.43369,0.557782474,False
CMCC-ESM2,LV,Summer,0.619616776,0.311184324,0.000132362,2401.390958,2554.730525,6.385447811,True
CMCC-ESM2,LT,Summer,0.120222529,0.100196451,0.000329414,2287.134573,2461.908377,7.641605621,True
CMCC-ESM2,LU,Summer,0.397840895,0.239487797,0.014072065,83.64730884,88.49721888,5.798046711,True
CMCC-ESM2,MT,Summer,0.98629849,0.000645033,4.84E-07,11.71007702,11.43390367,-2.358424683,True
CMCC-ESM2,NL,Summer,0.840663791,0.394663834,0.295047154,1204.30123,1213.950804,0.801259145,False
CMCC-ESM2,PL,Summer,0.890300816,0.041917322,0.006252911,10252.33564,10757.15238,4.923919424,True
CMCC-ESM2,PT,Summer,0.018493511,0.062881687,0.015983193,3664.373422,3556.412526,-2.946230721,True
CMCC-ESM2,RO,Summer,0.899532042,0.172193034,0.239397935,8152.007173,8077.876412,-0.909355933,False
CMCC-ESM2,SK,Summer,0.677488133,0.818198062,0.011133254,1567.000691,1633.266183,4.228810645,True
CMCC-ESM2,SI,Summer,0.501254458,0.174966211,0.096800015,677.8455217,705.5954332,4.093840059,False
CMCC-ESM2,ES,Summer,0.141781862,0.006420817,0.054032778,20827.0351,21250.14368,2.031535346,False
CMCC-ESM2,SE,Summer,0.479404069,0.639473155,0.000712304,12892.44451,13342.15332,3.488157832,True
CMCC-ESM2,CY,Summer,0.068041615,0.30628532,0.944592121,198.4594766,197.9332235,-0.265169031,False
CMCC-ESM2,GB,Summer,0.835465892,0.639508943,0.80163291,7280.205307,7222.904153,-0.787081567,False
CMCC-ESM2,NO,Summer,0.929051652,0.525535539,0.074257739,8058.531562,8469.38261,5.098336411,False
CMCC-ESM2,BA,Summer,0.603749627,0.013702021,0.9536616,1827.552274,1852.987931,1.391788229,False
CMCC-ESM2,ME,Summer,0.603977387,0.006607004,0.061447256,513.5406447,508.5698274,-0.967950127,False
CMCC-ESM2,RS,Summer,0.983848992,0.003215644,0.229916952,2673.719021,2692.741724,0.711469792,False
CMCC-ESM2,AL,Summer,0.239573383,0.167883949,0.000304181,1144.068665,1111.591416,-2.838750032,True
CMCC-ESM2,MK,Summer,0.030817069,0.011726701,0.000812292,964.2072527,931.1634572,-3.427042829,True
CMCC-ESM2,CH,Summer,0.578503599,0.003947482,0.00295861,1524.958435,1635.800283,7.268516014,True
CMCC-ESM2,TR,Summer,0.05634034,0.105100682,3.08E-07,16603.15709,16065.18012,-3.240208883,True
CMCC-ESM2,UA,Summer,0.590049668,0.569528668,0.080923921,15625.44518,15984.3731,2.297073268,False
CMCC-ESM2,BY,Summer,0.937460331,0.018886673,0.004664529,7146.76584,7450.489486,4.249805481,True
CMCC-ESM2,MD,Summer,0.767815114,0.071854461,0.36098049,1156.762879,1160.734371,0.343328161,False
CMCC-ESM2,RU,Summer,0.294506759,0.991359581,9.67E-06,12306.6639,13018.50614,5.784201528,True
CMCC-ESM2,XK,Summer,0.27898262,0.00500002,0.030829621,400.5666494,391.1829998,-2.342593822,True
CMCC-ESM2,AT,Autumn,0.192009478,0.50591904,1.30E-07,1709.857307,1940.023399,13.46112867,True
CMCC-ESM2,BE,Autumn,0.322270664,0.308006155,3.73E-07,518.5225112,590.8202492,13.94302782,True
CMCC-ESM2,BG,Autumn,0.020113898,0.039673814,4.05E-05,2571.005835,2930.446348,13.98054052,True
CMCC-ESM2,HR,Autumn,0.783573729,0.094674647,3.57E-06,1209.91186,1376.051065,13.73151309,True
CMCC-ESM2,CZ,Autumn,0.37533567,0.389804207,7.25E-08,1417.422266,1668.811287,17.73564785,True
CMCC-ESM2,DK,Autumn,0.400128435,0.077737859,0.014096093,723.7849565,787.954025,8.865764335,True
CMCC-ESM2,EE,Autumn,0.212082113,0.872398266,7.28E-08,686.443599,853.7642503,24.3750035,True
CMCC-ESM2,FI,Autumn,0.575677273,0.617008026,9.57E-07,1678.974773,1949.653103,16.12164364,True
CMCC-ESM2,FR,Autumn,0.953606554,0.997665573,3.69E-10,11409.50762,13267.80834,16.28729988,True
CMCC-ESM2,DE,Autumn,0.175252515,0.634279275,5.82E-08,6029.903847,7089.420802,17.57104229,True
CMCC-ESM2,GR,Autumn,0.726021384,0.10440078,0.0002272,3519.927777,3811.347342,8.279134772,True
CMCC-ESM2,HU,Autumn,0.068037434,0.293131435,1.27E-06,2013.369335,2311.512886,14.80818973,True
CMCC-ESM2,IE,Autumn,0.181020308,0.336825849,2.19E-06,1042.682635,1154.730685,10.74613178,True
CMCC-ESM2,IT,Autumn,0.040936177,0.020665305,7.47E-06,7466.893988,8344.690119,11.75584029,True
CMCC-ESM2,LV,Autumn,0.67246937,0.195962095,2.03E-08,977.6314284,1229.902774,25.80434082,True
CMCC-ESM2,LT,Autumn,0.959886502,0.089727371,1.39E-07,1017.300817,1247.877101,22.66549676,True
CMCC-ESM2,LU,Autumn,0.102178973,0.377650505,1.24E-07,42.32259079,50.41345127,19.11712002,True
CMCC-ESM2,MT,Autumn,0.864067147,0.021591854,0.431209538,8.090348251,8.207550827,1.448671576,False
CMCC-ESM2,NL,Autumn,0.711312473,0.969491714,1.63E-06,620.9121158,692.7917268,11.5764549,True
CMCC-ESM2,PL,Autumn,0.889990629,0.5907594,3.98E-08,5560.345254,6572.972414,18.21158785,True
CMCC-ESM2,PT,Autumn,0.693938645,0.091472946,0.001365038,2557.462885,2723.223697,6.481455245,True
CMCC-ESM2,RO,Autumn,0.002524383,0.316792293,2.27E-07,5047.544522,5810.698931,15.11932002,True
CMCC-ESM2,SK,Autumn,0.074409097,0.465101929,1.43E-07,943.1582344,1089.281553,15.49298025,True
CMCC-ESM2,SI,Autumn,0.255477103,0.513866617,3.26E-06,414.9841321,485.4315265,16.97592484,True
CMCC-ESM2,ES,Autumn,0.412828493,0.762911405,3.72E-06,14616.67869,15837.50095,8.352254851,True
CMCC-ESM2,SE,Autumn,0.801534779,0.583047328,0.000243468,5236.553752,5928.344799,13.21080772,True
CMCC-ESM2,CY,Autumn,0.025927539,0.111604003,0.00852379,209.043167,202.8412789,-2.966797839,True
CMCC-ESM2,GB,Autumn,0.914870693,0.424833206,5.69E-08,3818.794628,4188.046228,9.669323347,True
CMCC-ESM2,NO,Autumn,0.458896512,0.049444889,0.056223547,3056.957279,3113.826341,1.860315902,False
CMCC-ESM2,BA,Autumn,0.225106783,0.00551344,1.44E-06,1111.493622,1279.161368,15.08490407,True
CMCC-ESM2,ME,Autumn,0.120621555,0.077399281,1.90E-07,305.4047237,351.1748932,14.98672611,True
CMCC-ESM2,RS,Autumn,0.015791988,0.373791714,1.50E-06,1697.332224,1928.359655,13.61120867,True
CMCC-ESM2,AL,Autumn,0.898467569,0.163656057,8.13E-07,679.1901082,776.4857558,14.32524509,True
CMCC-ESM2,MK,Autumn,0.356583932,0.219464729,1.03E-05,584.3259085,676.990391,15.85835595,True
CMCC-ESM2,CH,Autumn,0.051536014,0.151855838,8.46E-11,824.8948848,1041.93525,26.31127539,True
CMCC-ESM2,TR,Autumn,0.134494189,0.675600229,0.002757744,11858.25937,12325.48317,3.940070637,True
CMCC-ESM2,UA,Autumn,0.167339217,0.400806611,1.86E-10,8651.430018,10558.6606,22.04526396,True
CMCC-ESM2,BY,Autumn,0.830112921,0.833986737,1.32E-09,3310.104522,4316.062365,30.39051599,True
CMCC-ESM2,MD,Autumn,0.013077354,0.604361879,1.50E-08,706.6983952,815.050869,15.33220883,True
CMCC-ESM2,RU,Autumn,0.684077873,0.948748578,4.70E-09,5065.956648,6365.963029,25.66161678,True
CMCC-ESM2,XK,Autumn,0.037179279,0.229928685,2.98E-07,241.3687719,279.5893057,15.83491248,True
HadGEM3-GC31-LL,AT,Winter,0.219724052,0.979493323,0.017195226,1338.087408,1254.248463,-6.265580608,True
HadGEM3-GC31-LL,BE,Winter,0.40490989,0.692801624,0.001093679,243.541537,293.8046982,20.63843475,True
HadGEM3-GC31-LL,BG,Winter,0.804805313,0.701696968,0.000996956,1769.845226,1920.424551,8.50805044,True
HadGEM3-GC31-LL,HR,Winter,0.086564195,0.847435956,0.009757462,734.7147413,819.8977465,11.59402424,True
HadGEM3-GC31-LL,CZ,Winter,0.953713205,0.394610261,0.407185448,857.2701973,822.9997077,-3.997629884,False
HadGEM3-GC31-LL,DK,Winter,0.536206588,0.512817385,0.0001367,296.7520694,341.4097575,15.04882112,True
HadGEM3-GC31-LL,EE,Winter,0.377025281,0.780769993,5.27E-10,373.9707297,238.4630817,-36.2348273,True
HadGEM3-GC31-LL,FI,Winter,0.034879655,0.467452773,2.17E-08,765.7007704,544.6863064,-28.86433873,True
HadGEM3-GC31-LL,FR,Winter,0.061023902,0.675443066,0.000160623,7426.762973,8124.643011,9.396826599,True
HadGEM3-GC31-LL,DE,Winter,0.671566899,0.126907204,0.304859237,3478.898448,3675.488653,5.650932555,False
HadGEM3-GC31-LL,GR,Winter,0.090013887,0.740283211,3.99E-11,2614.85299,3107.269024,18.83149972,True
HadGEM3-GC31-LL,HU,Winter,0.155745022,0.344479193,0.178173031,1159.072424,1217.415819,5.033628078,False
HadGEM3-GC31-LL,IE,Winter,0.687992528,0.032778415,5.07E-06,542.5378772,640.9840126,18.14548616,True
HadGEM3-GC31-LL,IT,Winter,0.300587688,0.736993058,0.000366037,6171.519429,6688.775345,8.381338211,True
HadGEM3-GC31-LL,LV,Winter,0.260463982,0.381046071,2.62E-08,567.8364138,395.6475224,-30.323679,True
HadGEM3-GC31-LL,LT,Winter,0.702768873,0.063355874,2.94E-07,587.4182427,406.0096008,-30.88236434,True
HadGEM3-GC31-LL,LU,Winter,0.73763588,0.840797732,0.003267797,21.5167598,25.73267473,19.59363291,True
HadGEM3-GC31-LL,MT,Winter,0.766051653,0.891421943,4.42E-06,7.453101538,8.12185398,8.972807333,True
HadGEM3-GC31-LL,NL,Winter,0.18660695,0.618742072,0.000867493,269.6558254,319.8067732,18.59813253,True
HadGEM3-GC31-LL,PL,Winter,0.434418895,0.020727453,0.093288363,3046.796712,2558.414047,-16.02938139,False
HadGEM3-GC31-LL,PT,Winter,0.929089664,0.15597641,0.00116961,1969.669856,2221.801588,12.8007103,True
HadGEM3-GC31-LL,RO,Winter,0.636962743,0.097146045,0.704374184,3139.067074,3136.265384,-0.089252311,False
HadGEM3-GC31-LL,SK,Winter,0.604978659,0.039762605,0.197509031,506.2365732,472.9986879,-6.565682343,False
HadGEM3-GC31-LL,SI,Winter,0.03455476,0.045591002,0.82658672,286.8275354,304.0444611,6.002535853,False
HadGEM3-GC31-LL,ES,Winter,0.359065571,0.467299307,1.07E-05,12080.98615,13532.42577,12.01424791,True
HadGEM3-GC31-LL,SE,Winter,0.005576824,0.047587977,0.000132724,2353.252155,2070.26988,-12.0251574,True
HadGEM3-GC31-LL,CY,Winter,0.493038878,0.280029268,4.45E-12,147.6981686,170.2441573,15.26490738,True
HadGEM3-GC31-LL,GB,Winter,0.724370648,0.051335348,2.29E-10,1792.395114,2136.69865,19.20913159,True
HadGEM3-GC31-LL,NO,Winter,0.874711669,0.140829503,0.00116464,1711.476825,1376.696579,-19.56089856,True
HadGEM3-GC31-LL,BA,Winter,0.24081036,0.701019731,0.004043076,685.0135685,750.131507,9.506080087,True
HadGEM3-GC31-LL,ME,Winter,0.769360193,0.546429827,0.007056202,201.0270609,226.0627454,12.45388771,True
HadGEM3-GC31-LL,RS,Winter,0.177400621,0.782794941,0.046139386,1041.423507,1097.519567,5.386479144,True
HadGEM3-GC31-LL,AL,Winter,0.408400544,0.306875065,1.31E-07,485.5655177,596.1409196,22.77249886,True
HadGEM3-GC31-LL,MK,Winter,0.968960415,0.420313318,0.000874147,429.4147379,483.4617368,12.58620026,True
HadGEM3-GC31-LL,CH,Winter,0.73650699,0.55423901,0.032419432,738.0587278,684.8391672,-7.210748759,True
HadGEM3-GC31-LL,TR,Winter,0.260608676,0.893239661,2.43E-12,6821.773043,8318.184374,21.93581232,True
HadGEM3-GC31-LL,UA,Winter,0.977027896,0.105688884,2.92E-05,5066.078283,4061.121998,-19.83696715,True
HadGEM3-GC31-LL,BY,Winter,0.606053046,0.006338796,5.87E-11,2246.436095,1414.576671,-37.0301842,True
HadGEM3-GC31-LL,MD,Winter,0.975323843,0.91427709,0.021200588,488.7352744,450.3451409,-7.854995435,True
HadGEM3-GC31-LL,RU,Winter,0.212346997,0.35233345,7.47E-12,2940.573261,1738.640471,-40.87409777,True
HadGEM3-GC31-LL,XK,Winter,0.552518052,0.768468263,0.046927074,160.1178222,174.0379678,8.693689041,True
HadGEM3-GC31-LL,AT,Spring,0.596618282,0.213048656,7.35E-06,2953.863478,3247.830799,9.95196028,True
HadGEM3-GC31-LL,BE,Spring,0.240603117,0.310732206,5.25E-05,1060.837521,1141.715485,7.623972827,True
HadGEM3-GC31-LL,BG,Spring,0.65038302,0.61395977,6.26E-11,3885.364747,4428.602743,13.98164732,True
HadGEM3-GC31-LL,HR,Spring,0.160238484,0.917713974,2.95E-07,1985.860097,2179.071241,9.729343208,True
HadGEM3-GC31-LL,CZ,Spring,0.931197076,0.617488236,0.000242828,2678.118643,2845.534721,6.251256946,True
HadGEM3-GC31-LL,DK,Spring,0.706391157,0.950149549,2.74E-05,1695.966502,1846.413964,8.870898225,True
HadGEM3-GC31-LL,EE,Spring,0.540432083,0.014603191,0.760431534,1979.867051,2059.001732,3.996969441,False
HadGEM3-GC31-LL,FI,Spring,0.168753729,0.086672641,0.111388601,5323.827533,5300.338834,-0.441199474,False
HadGEM3-GC31-LL,FR,Spring,0.450816884,0.18452652,6.41E-09,19570.77674,21758.48801,11.1784591,True
HadGEM3-GC31-LL,DE,Spring,0.458072535,0.211801513,1.64E-05,12293.74701,13030.55657,5.993368477,True
HadGEM3-GC31-LL,GR,Spring,0.825959686,0.798118629,1.51E-10,5164.336933,5618.630393,8.796743233,True
HadGEM3-GC31-LL,HU,Spring,0.478815598,0.684930973,0.000172429,3408.750419,3637.253318,6.703421206,True
HadGEM3-GC31-LL,IE,Spring,0.819758951,0.261182873,1.74E-06,2397.050484,2600.986927,8.507807568,True
HadGEM3-GC31-LL,IT,Spring,0.474873119,0.538062922,4.11E-09,12222.95245,13176.20697,7.798889215,True
HadGEM3-GC31-LL,LV,Spring,0.13508591,0.133223528,0.025106966,2492.90142,2732.988114,9.630813761,True
HadGEM3-GC31-LL,LT,Spring,0.602084295,0.456781783,0.008909048,2366.38627,2553.647154,7.913369267,True
HadGEM3-GC31-LL,LU,Spring,0.240850411,0.522802436,9.55E-06,87.53198785,94.01777178,7.40961571,True
HadGEM3-GC31-LL,MT,Spring,0.836217899,0.74010563,0.000767836,12.39532967,12.76735162,3.001307477,True
HadGEM3-GC31-LL,NL,Spring,0.325350556,0.530996979,0.000423903,1337.369513,1460.934486,9.239404044,True
HadGEM3-GC31-LL,PL,Spring,0.940688668,0.916961755,0.002106763,11031.57114,11726.89941,6.303075603,True
HadGEM3-GC31-LL,PT,Spring,0.242967572,0.677100508,8.49E-08,3720.769723,4101.549903,10.23390881,True
HadGEM3-GC31-LL,RO,Spring,0.035517466,0.313401685,6.65E-07,7897.714852,8757.116101,10.88164444,True
HadGEM3-GC31-LL,SK,Spring,0.143366579,0.928507853,0.001496271,1680.595911,1783.276176,6.109753337,True
HadGEM3-GC31-LL,SI,Spring,0.468355993,0.801865928,3.15E-07,721.8014061,807.366156,11.85433406,True
HadGEM3-GC31-LL,ES,Spring,0.24089281,0.603520057,1.03E-09,21448.44588,23458.81911,9.373048473,True
HadGEM3-GC31-LL,SE,Spring,0.749624358,0.5594582,0.26685603,14010.02814,14129.33653,0.851592796,False
HadGEM3-GC31-LL,CY,Spring,0.20157719,0.87804248,0.073621362,259.6267606,265.0778884,2.099601639,False
HadGEM3-GC31-LL,GB,Spring,0.301740565,0.208187415,8.90E-09,8555.686718,9290.764382,8.591685133,True
HadGEM3-GC31-LL,NO,Spring,0.048392162,0.790733172,0.007075712,10204.97485,9900.993675,-2.97875474,True
HadGEM3-GC31-LL,BA,Spring,0.371511536,0.597667649,7.39E-08,1807.172937,1991.730237,10.21248697,True
