model,ISO_A2,season,p_shapiro_BOC,p_shapiro_EOC,p_ttest,median_BOC,median_EOC,rel_change_%,signif_ttest
ACCESS-CM2,AT,Winter,0.336383755,0.174871582,0.001818253,1491.140468,1347.566979,-9.628434901,True
ACCESS-CM2,BE,Winter,0.398423346,0.025374303,0.037303556,257.581775,272.415473,5.75883056,True
ACCESS-CM2,BG,Winter,0.963632974,0.700333829,0.001332049,1900.233961,2081.708926,9.550138017,True
ACCESS-CM2,HR,Winter,0.637950728,0.742143804,4.88E-06,732.2201643,846.7499784,15.64144498,True
ACCESS-CM2,CZ,Winter,0.031447381,0.039213296,0.266078504,900.9825673,823.3672455,-8.614519811,False
ACCESS-CM2,DK,Winter,0.086255012,0.208755933,0.004295568,246.7515556,288.030651,16.72901123,True
ACCESS-CM2,EE,Winter,0.756078514,1.08E-05,2.36E-07,472.1402328,290.5666247,-38.45755891,True
ACCESS-CM2,FI,Winter,0.001911696,0.807303721,8.11E-07,838.1590875,605.3990648,-27.77038705,True
ACCESS-CM2,FR,Winter,0.767098161,0.235198879,1.08E-05,6985.71972,8044.601623,15.15780686,True
ACCESS-CM2,DE,Winter,0.393365419,0.255436574,0.655285394,3483.432307,3476.887188,-0.187892811,False
ACCESS-CM2,GR,Winter,0.502562389,0.716412752,2.27E-13,2640.169532,3178.958696,20.40736994,True
ACCESS-CM2,HU,Winter,0.713070303,0.242609055,0.285711328,1285.332421,1325.903956,3.156501287,False
ACCESS-CM2,IE,Winter,0.023475321,0.417471513,2.58E-06,489.567706,612.4287418,25.09582115,True
ACCESS-CM2,IT,Winter,0.419578782,0.639010832,2.05E-08,6037.458957,6940.471774,14.95683571,True
ACCESS-CM2,LV,Winter,0.242934987,7.80E-07,3.33E-06,710.779318,448.4021641,-36.91401076,True
ACCESS-CM2,LT,Winter,0.06979088,9.75E-07,8.34E-05,682.2862455,481.05646,-29.49345481,True
ACCESS-CM2,LU,Winter,0.203880057,0.988729793,0.293211093,22.03843464,23.231486,5.413503217,False
ACCESS-CM2,MT,Winter,0.10792432,0.092413822,6.95E-10,7.529274009,8.210242988,9.044284731,True
ACCESS-CM2,NL,Winter,0.126014364,0.157167878,0.002214754,263.4305957,304.1094027,15.44194471,True
ACCESS-CM2,PL,Winter,0.11758263,0.40237122,0.164267813,2929.427881,2819.779141,-3.743008688,False
ACCESS-CM2,PT,Winter,0.663402198,0.566246724,2.34E-09,1856.055638,2257.459291,21.62670372,True
ACCESS-CM2,RO,Winter,0.377664398,0.853245073,0.57135442,3492.627829,3633.109033,4.022220832,False
ACCESS-CM2,SK,Winter,0.372429191,0.013256773,0.046363037,592.9588627,544.4609259,-8.178971576,True
ACCESS-CM2,SI,Winter,0.139380903,0.746868742,0.33945306,316.7076157,317.1610304,0.143165085,False
ACCESS-CM2,ES,Winter,0.904082929,0.124247262,2.62E-13,11579.0278,14284.48867,23.3651816,True
ACCESS-CM2,SE,Winter,0.411400186,0.001755932,0.013106315,2310.506084,2084.342284,-9.788496212,True
ACCESS-CM2,CY,Winter,0.533026079,0.780021002,7.38E-14,143.23693,163.4389636,14.10392813,True
ACCESS-CM2,GB,Winter,0.746517537,0.905078431,2.63E-08,1596.732083,1987.927004,24.49972194,True
ACCESS-CM2,NO,Winter,0.735167894,0.008231004,0.003289308,1607.095496,1289.327002,-19.77284454,True
ACCESS-CM2,BA,Winter,0.680119512,0.497149549,6.60E-08,712.6499878,823.4532042,15.5480556,True
ACCESS-CM2,ME,Winter,0.389437857,0.941272841,3.56E-08,194.1299581,240.9044841,24.09443983,True
ACCESS-CM2,RS,Winter,0.623160229,0.773391007,0.000928738,1130.763053,1256.171065,11.0905651,True
ACCESS-CM2,AL,Winter,0.071762508,0.947466848,9.89E-13,474.463747,589.8396852,24.3171241,True
ACCESS-CM2,MK,Winter,0.343570917,0.604021004,8.14E-07,455.2527543,532.3769217,16.94095568,True
ACCESS-CM2,CH,Winter,0.167020832,0.082073008,0.001909517,856.9005301,714.6275997,-16.60320251,True
ACCESS-CM2,TR,Winter,0.134850543,0.699796074,5.80E-08,7498.279913,8628.953534,15.07910659,True
ACCESS-CM2,UA,Winter,0.340034838,0.004507963,0.000654503,5388.175918,4434.384602,-17.70156227,True
ACCESS-CM2,BY,Winter,0.078313032,4.30E-07,2.63E-07,2486.350044,1616.332759,-34.99174571,True
ACCESS-CM2,MD,Winter,0.941342869,0.20046633,0.323077207,512.6859071,469.3506146,-8.452600675,False
ACCESS-CM2,RU,Winter,0.487911126,1.17E-06,4.63E-09,3499.319547,2021.36191,-42.23557228,True
ACCESS-CM2,XK,Winter,0.544823448,0.898913951,1.68E-05,170.1305872,197.4058364,16.03194916,True
ACCESS-CM2,AT,Spring,0.876302352,0.77570854,0.000199302,2983.293412,3218.581719,7.88686442,True
ACCESS-CM2,BE,Spring,0.588028275,0.756141345,2.32E-09,1005.647743,1126.691386,12.03638584,True
ACCESS-CM2,BG,Spring,0.371012054,0.85197068,5.18E-13,3906.310731,4600.379275,17.76787848,True
ACCESS-CM2,HR,Spring,0.535862561,0.518412363,5.91E-10,1998.523061,2200.347893,10.09869918,True
ACCESS-CM2,CZ,Spring,0.55802693,0.907979653,2.27E-05,2531.950016,2806.209072,10.83193011,True
ACCESS-CM2,DK,Spring,0.090261296,0.987029402,9.64E-06,1627.828218,1751.566374,7.601425917,True
ACCESS-CM2,EE,Spring,0.236919387,0.317883635,0.60925118,1951.321972,1924.58533,-1.370180959,False
ACCESS-CM2,FI,Spring,0.104331794,0.973457059,0.004048506,5395.680342,5031.03006,-6.758189116,True
ACCESS-CM2,FR,Spring,0.419912612,0.395467696,8.21E-10,19283.15785,22102.20602,14.61922468,True
ACCESS-CM2,DE,Spring,0.737278513,0.819322902,5.43E-06,11781.35743,12760.0875,8.307447397,True
ACCESS-CM2,GR,Spring,0.681537959,0.351820963,1.93E-14,5267.900104,5885.568847,11.72514153,True
ACCESS-CM2,HU,Spring,0.168180076,0.373531592,3.12E-09,3280.02141,3749.219944,14.30473998,True
ACCESS-CM2,IE,Spring,0.131232142,0.414173936,6.12E-11,2253.058754,2493.599048,10.67616603,True
ACCESS-CM2,IT,Spring,0.560913938,0.28721387,9.80E-10,12334.64941,13314.4445,7.943436867,True
ACCESS-CM2,LV,Spring,0.404219068,0.970518825,0.095821361,2457.573253,2571.781078,4.64717888,False
ACCESS-CM2,LT,Spring,0.153971212,0.249984938,0.000992792,2298.033632,2500.600248,8.814780313,True
ACCESS-CM2,LU,Spring,0.912798116,0.875101377,1.65E-08,82.10973296,93.58033135,13.96984008,True
ACCESS-CM2,MT,Spring,0.848708142,0.681188294,5.92E-07,12.32668285,12.82980114,4.081538333,True
ACCESS-CM2,NL,Spring,0.078033942,0.901260883,3.33E-08,1254.854973,1397.046824,11.33133742,True
ACCESS-CM2,PL,Spring,0.457184791,0.370298419,1.52E-07,10349.28933,11531.22986,11.4204994,True
ACCESS-CM2,PT,Spring,0.668928679,0.407963442,1.28E-08,3791.969593,4120.544317,8.665014744,True
ACCESS-CM2,RO,Spring,0.751875542,0.26455693,7.86E-11,7910.556345,8997.226347,13.73696053,True
ACCESS-CM2,SK,Spring,0.025394847,0.553398303,1.07E-07,1609.292666,1816.927223,12.90222472,True
ACCESS-CM2,SI,Spring,0.075936687,0.329572056,2.48E-08,719.8916312,803.6291617,11.63196332,True
ACCESS-CM2,ES,Spring,0.247075127,0.924162823,9.90E-12,21754.58063,24085.46236,10.7144411,True
ACCESS-CM2,SE,Spring,0.764735182,0.429245016,0.194563225,13592.22759,13501.76567,-0.665541511,False
ACCESS-CM2,CY,Spring,0.104647379,0.618381887,2.57E-05,255.9803498,266.4434385,4.087457777,True
ACCESS-CM2,GB,Spring,0.801904582,0.769558668,1.01E-13,7905.8481,8952.082548,13.23367758,True
ACCESS-CM2,NO,Spring,0.764683781,0.003109663,0.018665132,9942.914986,9338.472755,-6.079125,True
ACCESS-CM2,BA,Spring,0.33565831,0.641868055,5.86E-10,1835.084089,2045.910905,11.48867336,True
ACCESS-CM2,ME,Spring,0.772157454,0.604644811,2.16E-09,491.2905744,546.6293142,11.2639531,True
ACCESS-CM2,RS,Spring,0.391488183,0.823161854,4.64E-11,2653.079044,3020.841123,13.86170832,True
ACCESS-CM2,AL,Spring,0.877300331,0.417687625,5.25E-11,1113.732005,1248.154846,12.06958593,True
ACCESS-CM2,MK,Spring,0.715826134,0.646678243,3.14E-13,939.1003053,1066.304618,13.54533824,True
ACCESS-CM2,CH,Spring,0.770857268,0.992735358,0.140032337,1595.352967,1630.442311,2.199472106,False
ACCESS-CM2,TR,Spring,0.548387267,0.05253124,1.04E-10,14342.48011,15868.24098,10.63805462,True
ACCESS-CM2,UA,Spring,0.394242995,0.134742654,8.18E-10,14049.11336,15855.73061,12.85929727,True
ACCESS-CM2,BY,Spring,0.047600862,0.049637503,6.91E-05,7074.096361,7854.65811,11.0340842,True
ACCESS-CM2,MD,Spring,0.582589449,0.454444541,4.57E-10,1127.371742,1278.654402,13.4190573,True
ACCESS-CM2,RU,Spring,0.148326974,0.971675506,0.432151703,10952.16713,10998.68775,0.424761769,False
ACCESS-CM2,XK,Spring,0.495874377,0.88701429,4.55E-11,384.8072399,434.3872597,12.88437813,True
ACCESS-CM2,AT,Summer,0.712931092,0.042166098,3.23E-11,4194.173541,4581.284563,9.229733069,True
ACCESS-CM2,BE,Summer,0.229452238,0.655065676,5.48E-11,1534.348909,1647.132979,7.350614261,True
ACCESS-CM2,BG,Summer,0.888573366,0.416079841,0.726291781,5681.837617,5674.936776,-0.121454379,False
ACCESS-CM2,HR,Summer,0.123749283,0.168969755,3.93E-05,2898.914611,2960.567164,2.126746068,True
ACCESS-CM2,CZ,Summer,0.403966087,0.108729239,1.56E-10,3875.732673,4212.538723,8.690125922,True
ACCESS-CM2,DK,Summer,0.167417239,0.127556895,0.00097597,2417.865842,2506.076275,3.648276576,True
ACCESS-CM2,EE,Summer,0.410085295,0.845028837,7.93E-10,2744.472973,2998.74714,9.264954281,True
ACCESS-CM2,FI,Summer,0.440860935,0.777333616,2.03E-08,6898.80576,7613.608996,10.3612605,True
ACCESS-CM2,FR,Summer,0.244811713,0.669572955,2.04E-09,28360.435,29727.2379,4.819400345,True
ACCESS-CM2,DE,Summer,0.210786102,0.091873515,1.52E-11,17598.8082,19122.64157,8.658730467,True
ACCESS-CM2,GR,Summer,0.915830771,0.596822375,5.60E-06,6721.988791,6597.804583,-1.847432538,True
ACCESS-CM2,HU,Summer,0.301550905,0.142126811,4.85E-06,4845.408458,5017.811263,3.558065477,True
ACCESS-CM2,IE,Summer,0.978671793,0.030838153,1.66E-07,3266.851069,3503.674893,7.249299684,True
ACCESS-CM2,IT,Summer,0.299472744,0.823012296,0.057420377,16002.43867,16133.34546,0.818042751,False
ACCESS-CM2,LV,Summer,0.685691829,0.994408651,5.52E-10,3655.97543,3976.730845,8.773456537,True
ACCESS-CM2,LT,Summer,0.868705891,0.831568072,7.30E-10,3565.47636,3816.778283,7.048200508,True
ACCESS-CM2,LU,Summer,0.209274452,0.816664037,1.99E-11,128.4465792,138.8771923,8.120584621,True
ACCESS-CM2,MT,Summer,0.946297548,0.861205835,6.01E-10,13.94918924,13.60386049,-2.475618753,True
ACCESS-CM2,NL,Summer,0.036918464,0.090401223,1.40E-08,1904.171153,2012.062139,5.666034033,True
ACCESS-CM2,PL,Summer,0.433855788,0.89891619,3.92E-09,16026.66156,17180.60209,7.200130398,True
ACCESS-CM2,PT,Summer,0.087276847,0.545222756,0.575652561,4726.870853,4691.481973,-0.748674574,False
ACCESS-CM2,RO,Summer,0.165890004,0.226767117,0.000197458,11910.78194,12261.25031,2.942446357,True
ACCESS-CM2,SK,Summer,0.053021566,0.021904782,2.53E-08,2433.454536,2609.777505,7.245788506,True
ACCESS-CM2,SI,Summer,0.096148083,0.298219821,1.39E-08,1056.849294,1127.782835,6.711793332,True
ACCESS-CM2,ES,Summer,0.707654886,0.168673758,0.001134948,26998.04321,27259.61923,0.968870289,True
ACCESS-CM2,SE,Summer,0.596221361,0.992464655,1.28E-08,17871.83479,19424.64721,8.68860103,True
ACCESS-CM2,CY,Summer,0.242918523,0.668474865,1.61E-18,287.7278546,277.3645837,-3.60176143,True
ACCESS-CM2,GB,Summer,0.806803424,0.210729173,1.12E-08,12052.01206,12751.17285,5.801195523,True
ACCESS-CM2,NO,Summer,0.790399621,0.966679389,1.55E-08,11712.42867,12764.59279,8.983312946,True
ACCESS-CM2,BA,Summer,0.22876714,0.15466242,0.000841025,2697.843516,2747.213595,1.829983058,True
ACCESS-CM2,ME,Summer,0.603342927,0.093442588,0.610211796,711.2855552,710.5981277,-0.096645794,False
ACCESS-CM2,RS,Summer,0.08527985,0.13517712,0.003172521,3973.827094,4035.067237,1.541087257,True
ACCESS-CM2,AL,Summer,0.212571558,0.47328572,0.005360279,1503.605002,1489.030686,-0.96929147,True
ACCESS-CM2,MK,Summer,0.647355253,0.595825139,0.196249048,1299.63743,1296.257746,-0.260048159,False
ACCESS-CM2,CH,Summer,0.109631339,0.073040821,6.65E-13,2122.232184,2297.663507,8.266358662,True
ACCESS-CM2,TR,Summer,0.721845366,0.300066093,0.005060986,18753.33171,18456.14873,-1.584694301,True
ACCESS-CM2,UA,Summer,0.038426159,0.983902894,9.52E-09,21480.81054,22477.52714,4.640032535,True
ACCESS-CM2,BY,Summer,0.026089563,0.81183518,2.35E-12,10991.86105,11935.86636,8.588220907,True
ACCESS-CM2,MD,Summer,0.178729213,0.49953178,5.92E-05,1667.425565,1708.803471,2.481544406,True
ACCESS-CM2,RU,Summer,0.851583419,0.399894937,3.46E-14,15654.37172,17278.2365,10.3732351,True
ACCESS-CM2,XK,Summer,0.701781955,0.462542742,0.582841991,555.577912,557.6263867,0.368710617,False
ACCESS-CM2,AT,Autumn,0.914260063,0.042118514,2.00E-16,2132.945674,2623.957466,23.02036093,True
ACCESS-CM2,BE,Autumn,0.054388482,0.312445775,2.10E-10,658.5243545,821.5434912,24.75521756,True
ACCESS-CM2,BG,Autumn,0.440967069,0.890054867,2.77E-14,3254.756869,4040.256617,24.13389939,True
ACCESS-CM2,HR,Autumn,0.415735694,0.42441521,1.04E-16,1440.335007,1803.382774,25.20578652,True
ACCESS-CM2,CZ,Autumn,0.419585673,0.048194124,3.02E-16,1723.617986,2226.517702,29.17698235,True
ACCESS-CM2,DK,Autumn,0.428455327,0.424379659,2.11E-12,804.3168281,1036.854142,28.91115865,True
ACCESS-CM2,EE,Autumn,0.004865768,0.115269198,2.62E-12,853.2021372,1027.658217,20.44721546,True
ACCESS-CM2,FI,Autumn,0.775456343,0.270347796,8.05E-13,1885.000552,2285.137757,21.22743171,True
ACCESS-CM2,FR,Autumn,0.94404826,0.103374178,4.92E-14,14683.48412,17279.12627,17.67729058,True
ACCESS-CM2,DE,Autumn,0.193108788,0.201708928,2.55E-12,7723.381425,9662.469082,25.1067188,True
ACCESS-CM2,GR,Autumn,0.66613004,0.832549639,1.23E-13,4301.461938,4950.815691,15.0961176,True
ACCESS-CM2,HU,Autumn,0.51273391,0.45865947,1.09E-15,2419.197724,3012.824502,24.53816703,True
ACCESS-CM2,IE,Autumn,0.931873472,0.106847967,6.15E-10,1447.498582,1672.408452,15.53783006,True
ACCESS-CM2,IT,Autumn,0.646463256,0.017128023,2.28E-14,9380.926687,10534.1687,12.2934765,True
ACCESS-CM2,LV,Autumn,0.14783003,0.068063001,7.18E-14,1195.781936,1499.95959,25.4375522,True
ACCESS-CM2,LT,Autumn,0.327628253,0.245934,6.25E-14,1209.826052,1558.220344,28.79705646,True
ACCESS-CM2,LU,Autumn,0.059101179,0.834020094,5.39E-10,57.17882754,70.02437332,22.46556345,True
ACCESS-CM2,MT,Autumn,0.652261825,0.812385906,2.97E-06,9.778128818,10.19874655,4.301617788,True
ACCESS-CM2,NL,Autumn,0.08348144,0.203070775,6.57E-10,734.4368083,938.4257522,27.77488023,True
ACCESS-CM2,PL,Autumn,0.090229638,0.857487483,1.59E-14,6441.476538,8546.081156,32.67270485,True
ACCESS-CM2,PT,Autumn,0.990652595,0.801236075,3.57E-08,3057.159705,3352.833772,9.671528324,True
ACCESS-CM2,RO,Autumn,0.99058798,0.512270175,1.30E-15,6237.793354,7874.98151,26.24627111,True
ACCESS-CM2,SK,Autumn,0.596745745,0.031207847,2.48E-18,1087.977792,1432.362139,31.65361908,True
ACCESS-CM2,SI,Autumn,0.439314841,0.071767463,7.00E-17,525.4014142,645.2674692,22.81418583,True
ACCESS-CM2,ES,Autumn,0.837155426,0.602874325,2.32E-13,17975.774,20366.78216,13.30128071,True
ACCESS-CM2,SE,Autumn,0.241296838,0.977850041,1.00E-11,6049.218663,7128.468479,17.84114405,True
ACCESS-CM2,CY,Autumn,0.073115393,0.399122359,7.61E-05,215.9456807,227.1533981,5.19006322,True
ACCESS-CM2,GB,Autumn,0.498962647,0.43861592,1.85E-14,4805.738429,5798.618358,20.660299,True
ACCESS-CM2,NO,Autumn,0.260676245,0.961438974,1.08E-05,3802.219595,4221.007679,11.01430556,True
ACCESS-CM2,BA,Autumn,0.702080709,0.763950898,4.23E-16,1388.48857,1703.375271,22.6783791,True
ACCESS-CM2,ME,Autumn,0.23806065,0.915394865,1.92E-13,383.2871503,455.7758847,18.91238312,True
ACCESS-CM2,RS,Autumn,0.042278967,0.943435257,2.92E-14,2150.475012,2591.258099,20.49701039,True
ACCESS-CM2,AL,Autumn,0.624828868,0.95561658,7.10E-13,875.6455278,1015.681189,15.99227733,True
ACCESS-CM2,MK,Autumn,0.083493044,0.814739108,2.50E-13,774.6884584,922.9288981,19.13549093,True
ACCESS-CM2,CH,Autumn,0.904844291,0.224887221,1.31E-11,1195.01327,1361.273956,13.91287359,True
ACCESS-CM2,TR,Autumn,0.886516013,0.739752616,2.24E-09,12939.61923,14292.46781,10.455088,True
ACCESS-CM2,UA,Autumn,0.815307241,0.36966509,1.01E-15,9929.671297,12917.24418,30.08732914,True
ACCESS-CM2,BY,Autumn,0.164988945,0.553532742,1.63E-15,3983.899219,5452.515949,36.86380227,True
ACCESS-CM2,MD,Autumn,0.794826088,0.70888256,5.13E-15,860.7820381,1077.18595,25.14038419,True
ACCESS-CM2,RU,Autumn,0.511868823,0.551737703,1.25E-16,5233.64796,6823.142567,30.37068254,True
ACCESS-CM2,XK,Autumn,0.037233891,0.730459873,2.69E-13,311.6644232,374.2680216,20.08686065,True
CanESM5,AT,Winter,0.994336567,0.987824121,1.75E-09,1773.125431,1540.894943,-13.09723971,True
CanESM5,BE,Winter,0.767846236,0.008041026,1.29E-09,385.3570629,278.865083,-27.63462516,True
CanESM5,BG,Winter,0.363216217,0.276990388,0.067519231,2596.95879,2432.05418,-6.349912459,False
CanESM5,HR,Winter,0.424680686,0.149982503,0.017071591,1133.027869,1046.758046,-7.614095464,True
CanESM5,CZ,Winter,0.780390483,0.498017753,2.85E-12,1439.530179,1180.291007,-18.00859584,True
CanESM5,DK,Winter,0.045498577,0.059069084,2.79E-11,400.5918185,280.0889626,-30.08120745,True
CanESM5,EE,Winter,0.391919885,0.215055127,3.40E-12,413.9645056,271.3459062,-34.4518908,True
CanESM5,FI,Winter,0.767857532,0.447368546,9.62E-10,545.8005476,389.0503832,-28.71931242,True
CanESM5,FR,Winter,0.027234913,0.090510968,8.63E-07,8851.015976,7527.040824,-14.95845398,True
CanESM5,DE,Winter,0.759012547,0.059106846,9.15E-12,4740.789573,3593.889312,-24.19217818,True
CanESM5,GR,Winter,0.190922741,0.764348851,0.004425752,2995.56368,3129.495395,4.471002094,True
CanESM5,HU,Winter,0.594944046,0.372805409,1.02E-06,1800.02569,1567.66629,-12.90867132,True
CanESM5,IE,Winter,0.709973894,0.5137413,3.17E-11,803.355256,635.2215986,-20.92892978,True
CanESM5,IT,Winter,0.318726977,0.900463784,0.902248296,6868.164621,6794.021581,-1.079517507,False
CanESM5,LV,Winter,0.22404127,0.883350193,6.06E-13,643.8146123,410.657237,-36.21498656,True
CanESM5,LT,Winter,0.592356634,0.058876471,1.22E-11,694.2266454,467.4821072,-32.66145713,True
CanESM5,LU,Winter,0.96703516,0.017503197,3.12E-09,32.46481537,24.31562711,-25.10160052,True
CanESM5,MT,Winter,0.365941776,0.790918633,4.46E-15,7.435197922,8.401230241,12.99269138,True
CanESM5,NL,Winter,0.947614783,0.132447787,3.43E-09,406.675986,304.8982575,-25.02673675,True
CanESM5,PL,Winter,0.035690059,0.157064587,8.45E-13,4500.858179,3431.028506,-23.76945974,True
CanESM5,PT,Winter,0.838215601,0.395847827,0.082090958,2099.777974,2201.803066,4.858851394,False
CanESM5,RO,Winter,0.346606056,0.481127614,1.91E-06,5124.854824,4374.82542,-14.63513464,True
CanESM5,SK,Winter,0.759336173,0.70238094,8.68E-09,914.0529414,780.5346419,-14.60728296,True
CanESM5,SI,Winter,0.669340184,0.354140324,0.001186675,439.2347945,398.7885976,-9.208331725,True
CanESM5,ES,Winter,0.14253624,0.84614342,0.015388934,12728.52286,13639.20467,7.154654311,True
CanESM5,SE,Winter,0.915586889,0.674438664,5.05E-14,2107.393305,1462.062589,-30.62222485,True
CanESM5,CY,Winter,0.610222678,0.48009489,2.48E-12,132.9852577,155.3917951,16.84888821,True
CanESM5,GB,Winter,0.9087211,0.882965538,1.00E-12,2764.807652,2089.005373,-24.44301247,True
CanESM5,NO,Winter,0.173232919,0.029510737,3.56E-09,1163.453398,808.4317629,-30.51446972,True
CanESM5,BA,Winter,0.747244446,0.169389496,0.034677268,1063.821504,983.8585557,-7.516575677,True
CanESM5,ME,Winter,0.853355817,0.858534803,0.035446756,282.8642326,262.390645,-7.237955634,True
CanESM5,RS,Winter,0.62096112,0.614528984,0.000188875,1621.882519,1487.419002,-8.290583045,True
CanESM5,AL,Winter,0.068872946,0.831840058,0.392786418,621.3827571,600.3651431,-3.382394148,False
CanESM5,MK,Winter,0.102130888,0.852814423,0.149932951,580.9672821,546.5259701,-5.928270496,False
CanESM5,CH,Winter,0.646007348,0.519267347,4.27E-08,755.6656666,611.4062176,-19.09038023,True
CanESM5,TR,Winter,0.852918118,0.926040863,0.003324625,6411.256948,6832.263448,6.566676455,True
CanESM5,UA,Winter,0.089382799,0.977465033,3.11E-10,6962.636027,5644.169734,-18.93630929,True
CanESM5,BY,Winter,0.328484012,0.082217919,3.00E-13,2963.604668,2098.203872,-29.20095266,True
CanESM5,MD,Winter,0.477052546,0.933767675,6.78E-06,703.3924776,599.2746533,-14.80223738,True
CanESM5,RU,Winter,0.298573485,0.09763788,6.58E-14,2144.722375,1513.314644,-29.44006825,True
CanESM5,XK,Winter,0.380604555,0.760251104,0.007749025,236.4409478,219.8792946,-7.004562192,True
CanESM5,AT,Spring,0.9598362,0.057808425,0.729801885,3328.1604,3338.258309,0.303408128,False
CanESM5,BE,Spring,0.778794083,0.817569969,0.233677784,1216.257084,1217.981579,0.141787034,False
CanESM5,BG,Spring,0.009118641,0.928570531,0.799276202,4572.415567,4500.848338,-1.565195203,False
CanESM5,HR,Spring,0.694388799,0.051986522,0.981888615,2290.275508,2327.32828,1.617830352,False
CanESM5,CZ,Spring,0.872859143,0.223432886,0.773592718,3041.836548,3059.328953,0.575060634,False
CanESM5,DK,Spring,0.662233159,0.813784451,0.744659845,1876.057484,1870.803365,-0.280061696,False
CanESM5,EE,Spring,0.390721931,0.547382139,0.044688383,2246.367192,2174.230816,-3.211245941,True
CanESM5,FI,Spring,0.594487545,0.122260813,0.004358556,3491.342249,3354.145364,-3.929631508,True
CanESM5,FR,Spring,0.760184379,0.06118054,0.293175942,21923.86812,22720.30625,3.632744595,False
CanESM5,DE,Spring,0.215568094,0.994789929,0.922258516,13861.88792,13937.20517,0.543340497,False
CanESM5,GR,Spring,0.115203519,0.919387326,0.186692454,5707.682779,5760.5932,0.927003527,False
CanESM5,HU,Spring,0.390715971,0.054498666,0.171206448,3677.578516,3702.964696,0.690296078,False
CanESM5,IE,Spring,0.04960703,0.685333799,0.649787283,2542.312967,2550.215396,0.310836178,False
CanESM5,IT,Spring,0.409783402,0.007011246,0.924330294,13299.76575,13496.86846,1.482001388,False
CanESM5,LV,Spring,0.237167155,0.915447015,0.125871302,3057.33637,2878.406164,-5.85248674,False
CanESM5,LT,Spring,0.104337681,0.796608369,0.076328737,2894.268086,2772.346442,-4.212520749,False
CanESM5,LU,Spring,0.498335542,0.961785513,0.316787161,100.3668645,102.0456726,1.672671688,False
CanESM5,MT,Spring,0.34045256,0.729035436,0.28045191,12.86794248,13.00241383,1.045010531,False
CanESM5,NL,Spring,0.971897215,0.866526047,0.271502662,1485.967597,1509.975395,1.615634042,False
CanESM5,PL,Spring,0.570609913,0.577381207,0.213183142,12903.48058,12524.52713,-2.936831235,False
CanESM5,PT,Spring,0.437349551,0.741017053,0.12653425,3949.452704,3969.743938,0.513773312,False
CanESM5,RO,Spring,0.580688983,0.998836211,0.313049212,9340.202516,9046.622406,-3.143187836,False
CanESM5,SK,Spring,0.712627683,0.107706179,0.245191615,1907.172438,1898.395556,-0.460203925,False
CanESM5,SI,Spring,0.568231269,0.080195308,0.865207546,836.2669049,839.4861431,0.384953443,False
CanESM5,ES,Spring,0.851356673,0.956806299,0.182374785,22510.5304,22906.58617,1.759424454,False
CanESM5,SE,Spring,0.983676663,0.90061592,9.57E-05,10463.0734,9798.932838,-6.34747115,True
CanESM5,CY,Spring,0.374671437,0.1161356,0.00122635,225.3019829,231.6745673,2.828463535,True
CanESM5,GB,Spring,0.814423753,0.234663761,0.958563212,9474.897789,9540.231756,0.689547978,False
CanESM5,NO,Spring,0.041858919,0.466284532,0.000206987,6997.117537,6398.722441,-8.552022923,True
CanESM5,BA,Spring,0.590343704,0.095643334,0.696502662,2167.264511,2227.102882,2.761009096,False
CanESM5,ME,Spring,0.684501177,0.434468988,0.541895071,562.2693791,571.1372867,1.577163533,False
CanESM5,RS,Spring,0.51890389,0.861083073,0.765648966,3080.394103,3062.974871,-0.565487122,False
CanESM5,AL,Spring,0.443866274,0.348482461,0.403635011,1223.85264,1222.809678,-0.085219612,False
CanESM5,MK,Spring,0.5157374,0.69875002,0.442529146,1059.995675,1065.578354,0.526670014,False
CanESM5,CH,Spring,0.792520244,0.093169935,0.949618565,1620.909691,1665.731921,2.765251523,False
CanESM5,TR,Spring,0.214680869,0.482514021,0.027467685,13138.3153,13382.28709,1.85694877,True
CanESM5,UA,Spring,0.151511009,0.555753914,0.010339186,15123.99851,14505.32099,-4.090700753,True
CanESM5,BY,Spring,0.002234916,0.561231007,0.001310788,9036.102372,8413.109117,-6.894490896,True
CanESM5,MD,Spring,0.067881567,0.542924318,0.077024117,1343.593192,1286.42346,-4.254988173,False
CanESM5,RU,Spring,0.013619855,0.877659557,0.000287707,8865.693767,8224.203641,-7.235644983,True
CanESM5,XK,Spring,0.900409038,0.727216645,0.61489268,445.9138434,439.6155455,-1.412447272,False
CanESM5,AT,Summer,0.15059943,0.659378018,4.50E-05,3761.385744,4015.410756,6.753495374,True
CanESM5,BE,Summer,0.014581376,0.321637987,6.75E-12,1494.407555,1712.310973,14.58125772,True
CanESM5,BG,Summer,0.852571701,0.402541538,0.123344479,5389.83127,5344.191851,-0.84676897,False
CanESM5,HR,Summer,0.028707748,0.255790813,0.977606502,2650.261531,2648.201488,-0.077729812,False
CanESM5,CZ,Summer,0.058862737,0.579931315,4.37E-10,3525.048659,3871.902829,9.839698794,True
CanESM5,DK,Summer,0.322996726,0.337195847,1.11E-09,2305.290617,2592.161957,12.44404231,True
CanESM5,EE,Summer,0.651394036,0.820343251,2.96E-07,2555.767205,2820.210965,10.34694237,True
CanESM5,FI,Summer,0.938167426,0.883132075,1.48E-05,4139.884657,4381.443428,5.834915481,True
CanESM5,FR,Summer,0.483252074,0.395484454,1.03E-07,27109.63327,28970.93771,6.865841465,True
