ISO_A2,model,median_BOC,median_EOC,rel_change_%,p_shapiro_BOC,p_shapiro_EOC,p_ttest,signif_ttest
ME,CMCC-CM2-SR5,1335.0086640759216,1459.9743757845802,9.360666718605788,0.5035369869614794,0.3246359086152101,4.559765299131191e-11,True
ME,CMCC-ESM2,1316.0729431746886,1467.5832139316205,11.51230040422017,0.952432913848893,0.1474422777865157,2.4417785137804767e-11,True
ME,HadGEM3-GC31-LL,1779.8493902893933,1918.4995230669854,7.789992430485835,0.7963849136632728,0.6278471150711249,1.7574084810843683e-14,True
ME,HadGEM3-GC31-MM,1753.9064031256294,1837.9033639632974,4.789135879085529,0.13239032887859548,0.9361434588943591,2.269576198581529e-07,True
ME,MRI-ESM2-0,1637.240062786789,1808.7029792414726,10.472680234982287,0.3696718384226298,0.8661809369616966,1.5672910622786162e-12,True
RS,ACCESS-CM2,9812.00868991633,10985.485863466101,11.959601857627147,0.7054076304413863,0.3781831832639757,1.73196953031203e-17,True
RS,CanESM5,10522.57522216874,10830.376131563318,2.9251481020169847,0.46138890620548356,0.002764465137812391,0.1468169330704884,False
RS,CMCC-CM2-SR5,7201.575590062667,7937.5996270829555,10.220319537240092,0.6197741959193668,0.517843780895664,7.313132305044848e-09,True
RS,CMCC-ESM2,7175.787378669639,7944.656713135056,10.714773081918736,0.8950270648975236,0.20422237031688523,2.8754716383021726e-09,True
RS,HadGEM3-GC31-LL,9722.660891393369,10522.505477089624,8.226601695059514,0.6922527243962062,0.09411779733065236,1.678992106876575e-13,True
RS,HadGEM3-GC31-MM,9450.59742615339,10252.661338360618,8.486912266388712,0.5787955112700514,0.9812545482580545,2.914281911881577e-10,True
RS,MRI-ESM2-0,9290.22648904419,9971.735893024686,7.335767376437915,0.01966108234062658,0.4615631935578273,5.636460936910052e-10,True
AL,ACCESS-CM2,3944.257138047279,4323.421227104607,9.61306719584323,0.3753779642428164,0.8354750604726948,2.596128939453208e-19,True
AL,CanESM5,4077.8025423252416,4237.359363243677,3.9128138074938006,0.08734195317085952,0.02317919773654003,0.0020380400282256385,True
AL,CMCC-CM2-SR5,2956.0679640082712,3245.371639946555,9.786773493056078,0.15124611703899343,0.11928929480240352,3.177358144102485e-13,True
AL,CMCC-ESM2,2941.8110775958926,3265.0888888284253,10.989074509051134,0.9135825757990547,0.6007759033318276,7.976195364265832e-12,True
AL,HadGEM3-GC31-LL,3955.546830085642,4252.7294795599655,7.513061082072673,0.7058524745461405,0.41018591091207257,2.3919175310978807e-15,True
AL,HadGEM3-GC31-MM,3920.272066271028,4096.92666314156,4.506182068087089,0.04653104947325471,0.6047071048250848,9.369523512930878e-08,True
AL,MRI-ESM2-0,3669.676944151761,3938.33051440388,7.320905200667956,0.93512166222194,0.9321735928619567,4.748275246636315e-11,True
MK,ACCESS-CM2,3472.174532407008,3838.7910194678807,10.558699847577188,0.17757308945582656,0.5300189849228456,5.615724493399932e-18,True
MK,CanESM5,3602.200092251602,3726.382998853374,3.4474183393890696,0.21576743462669634,0.032024926360008886,0.004093762114764593,True
MK,CMCC-CM2-SR5,2490.238030686914,2794.502593209374,12.218292338846453,0.09792143109229053,0.1057837850736073,3.612774690061437e-11,True
MK,CMCC-ESM2,2525.6918623252195,2778.8513999076777,10.023373846934467,0.96821386273963,0.5376555916691977,5.132726913594405e-10,True
MK,HadGEM3-GC31-LL,3393.260704095574,3633.4628205724134,7.078799344445357,0.8040102397651325,0.6128786591850821,1.4477221350483655e-12,True
MK,HadGEM3-GC31-MM,3384.799015728756,3542.622987569053,4.662728011527652,0.17211305563766638,0.865531506178437,3.3938765110770134e-09,True
MK,MRI-ESM2-0,3141.1715419633892,3436.7342499623815,9.409314456422546,0.2375478161825234,0.49766624812399257,3.0273108319120295e-13,True
CH,ACCESS-CM2,5775.010651329006,6039.084762986397,4.572703456341163,0.19027449547489178,0.9071393207037596,3.450360698900191e-07,True
CH,CanESM5,5326.902553937745,5515.3842654038435,3.5382984681551766,0.8615409461922264,0.1828647338016952,0.14591787156687208,False
CH,CMCC-CM2-SR5,3930.3672521911503,4423.342139658663,12.54271816947087,0.21560766927169644,0.026248401607628473,1.0919389055520354e-09,True
CH,CMCC-ESM2,3881.862731442504,4411.184925185313,13.63577824263024,0.7433900313636663,0.7357440981880015,6.293690597644052e-10,True
CH,HadGEM3-GC31-LL,5551.572266223896,6135.839777418808,10.524361085050286,0.4197973826089887,0.42468227048932927,7.387984041502269e-18,True
CH,HadGEM3-GC31-MM,5555.793129771547,5838.883678614839,5.095411982248022,0.41969840387795765,9.131208303229866e-05,1.2768321036640413e-05,True
CH,MRI-ESM2-0,4999.267745134868,5537.36178309618,10.763457077988441,0.23601894677465984,0.947674454848478,3.585701233572604e-11,True
TR,ACCESS-CM2,53694.90771394254,57488.12860315631,7.064395956171478,0.4069673957801889,0.7875174883129452,1.4045677215321577e-15,True
TR,CanESM5,45823.27203052453,47522.30126411566,3.7077868041796416,0.42670707046680323,0.7635461124933351,7.3130743084186154e-06,True
TR,CMCC-CM2-SR5,45387.37457560113,48863.48435109658,7.658759309167233,0.8431887300132591,0.16581657396987493,1.973958447914238e-11,True
TR,CMCC-ESM2,45260.7769989724,49226.40032506674,8.761721713669159,0.28882808203729116,0.22733539986767765,2.7215298785060242e-09,True
TR,HadGEM3-GC31-LL,52447.56187183157,55433.6641553457,5.6935006641708235,0.43892229377255987,0.08783590375425299,8.269192921919124e-13,True
TR,HadGEM3-GC31-MM,55408.977227877906,58787.66767747125,6.097731123420595,0.17292028306697743,0.6956930272249023,2.583500778031179e-13,True
TR,MRI-ESM2-0,49670.94753731621,52929.9083751739,6.561100601935033,0.9362543447619374,0.44630182378662747,4.0008662246441525e-15,True
UA,ACCESS-CM2,51279.71814593461,55683.03577889456,8.586860053381635,0.783363436245271,0.7807505858843813,7.314751810764557e-14,True
UA,CanESM5,50151.950199023835,49451.75045727351,-1.396156558163019,0.059471811293986904,0.38240105853711087,0.41127029414150595,False
UA,CMCC-CM2-SR5,39037.97924458021,42979.86525971028,10.097566757831954,0.9950103518295984,0.1989648780386264,6.806772554199875e-10,True
UA,CMCC-ESM2,39108.73135104987,42623.08674892552,8.986114549024622,0.2999497401410307,0.7017542319589444,1.1574952285581468e-08,True
UA,HadGEM3-GC31-LL,50469.17494820216,53854.597917014034,6.707902342937884,0.15853356080443687,0.37329034412449014,3.9882480809015574e-08,True
UA,HadGEM3-GC31-MM,52736.345921413296,57307.24817233334,8.66746106704381,0.6935444704550061,0.1075952557449627,4.3754903361559e-09,True
UA,MRI-ESM2-0,47594.078841050505,51451.885219381045,8.105643542791153,0.10695387801991102,0.2519976894776543,1.215192455570571e-10,True
BY,ACCESS-CM2,24803.64647497677,26867.947173756376,8.322569428903055,0.815849130379217,0.9546635351818947,1.0864606458083445e-10,True
BY,CanESM5,26806.796241119766,26712.07597583904,-0.35334422072948146,0.4314010389921198,0.9187630173999312,0.8342340649919562,False
BY,CMCC-CM2-SR5,17080.416980660382,18576.99798719761,8.761969969654485,0.20917327805185582,0.8024216929313746,2.3921119829949316e-07,True
BY,CMCC-ESM2,16771.47943485167,18396.500302392014,9.689192142247746,0.5082455585567948,0.5320818602077456,7.347089260854458e-07,True
BY,HadGEM3-GC31-LL,24894.847049885764,26278.72829105174,5.558906380878226,0.23148251580399937,0.2527472656100724,7.53008014657145e-08,True
BY,HadGEM3-GC31-MM,24913.280217153835,26564.1841517471,6.626602037962663,0.6834105395470742,0.19481846204050968,1.8550694723966286e-09,True
BY,MRI-ESM2-0,22052.59339391764,23397.62579990032,6.099202855450358,0.022873361199215136,0.33353100826952753,2.399413788755124e-07,True
MD,ACCESS-CM2,4168.96880012631,4582.976724610646,9.930703354551177,0.9348268766575913,0.8628858648150763,1.355773629224498e-13,True
MD,CanESM5,4536.260520227998,4480.441027273038,-1.2305177955730464,0.25093946707885045,0.05063571853295189,0.5197566838501654,False
MD,CMCC-CM2-SR5,3019.0311206779593,3319.2842845867913,9.945348421628943,0.6405278484201873,0.15108062374140202,1.4330867810448732e-09,True
MD,CMCC-ESM2,3065.547000631259,3303.155564410753,7.750935272907757,0.8716750814125149,0.8616673514810166,9.355253898612695e-08,True
MD,HadGEM3-GC31-LL,4103.86688020515,4399.456911211235,7.202719767345592,0.23132655994012163,0.5285260719633806,9.690945065770172e-08,True
MD,HadGEM3-GC31-MM,4093.1345184151687,4393.421660864365,7.336361438848213,0.6296503978522568,0.2695019241015312,2.6574152498400902e-08,True
MD,MRI-ESM2-0,3944.3392781752323,4212.937895730018,6.809723976864565,0.11822336007558981,0.6312101114398925,4.12267152951947e-09,True
RU,ACCESS-CM2,34858.042137856544,37086.8240123272,6.393881405204197,0.21236078132701158,0.675560585566144,2.259544159751017e-08,True
RU,CanESM5,24681.606944904946,24815.861451493256,0.5439455659754922,0.454534174005847,0.19919149198729108,0.7666908793292087,False
RU,CMCC-CM2-SR5,27902.402297990244,30211.935564503423,8.277184314984702,0.08302276579469485,0.24992486700902655,8.061068195482523e-06,True
RU,CMCC-ESM2,27704.52382917328,30367.54153091615,9.612212497002655,0.9895747756648399,0.7453907823950732,1.1088937991220575e-07,True
RU,HadGEM3-GC31-LL,34658.89010703889,36572.4387910276,5.521090485237683,0.3546279735194433,0.11668977679890391,2.81872710518617e-08,True
RU,HadGEM3-GC31-MM,41475.64038887181,44125.157878839615,6.388129188907437,0.4808460497077186,0.9992856565534083,4.0930933118258643e-10,True
RU,MRI-ESM2-0,31860.959286915022,33429.66627257328,4.923602492730068,0.07177301672737102,0.3376434641206332,1.6241209174773683e-05,True
XK,ACCESS-CM2,1427.0925621287627,1571.2322362082832,10.100233012532177,0.4232822206018725,0.4682421534703711,2.843681471181122e-17,True
XK,CanESM5,1518.927799193401,1574.6224644511537,3.666709193638333,0.41063156343458895,0.01038414924540207,0.008033304751551772,True
XK,CMCC-CM2-SR5,1008.3072629223522,1138.1318877092372,12.875502295859448,0.108685134756412,0.3020410221980546,1.1146666903721116e-11,True
XK,CMCC-ESM2,1007.0149600135229,1142.1040749081878,13.414807153694209,0.9434858660459455,0.29732620986195946,4.5817888933749547e-11,True
XK,HadGEM3-GC31-LL,1404.280196045316,1495.8257691539504,6.519038961486594,0.56509522739183,0.5377760745574945,1.3809986388996907e-12,True
XK,HadGEM3-GC31-MM,1376.0770999522315,1453.7303921552627,5.64309167020706,0.7090434242377226,0.9205050197246726,5.7806144867289344e-09,True
XK,MRI-ESM2-0,1291.4765566635222,1422.4760941525615,10.14339260075083,0.2536100752737507,0.7111565443059527,2.300198879173935e-13,True
